hour,day,month,weekday,counter
5,20,4,4,88
5,20,5,0,2
5,20,5,6,7
5,20,6,1,51
5,20,6,2,21
5,20,6,3,1
5,20,7,3,51
5,20,7,4,10
5,20,8,0,14
5,20,8,6,9
5,20,9,2,73
5,20,9,3,15
5,20,10,2,6
5,20,10,4,94
5,20,10,5,4
5,20,11,0,130
5,20,11,1,87
5,20,11,5,3
5,20,12,0,12
5,20,12,2,91
5,20,12,3,27
5,21,1,0,10
5,21,1,4,34
5,21,2,2,105
5,21,2,3,7
5,21,3,1,52
5,21,3,2,89
5,21,3,3,24
5,21,4,4,23
5,21,4,5,9
5,21,5,0,41
5,21,5,1,1
5,21,5,6,2
5,21,6,0,8
5,21,6,2,37
5,21,6,3,19
5,21,7,4,24
5,21,8,0,78
5,21,8,1,16
5,21,9,3,72
5,21,9,4,12
5,21,10,3,4
5,21,10,5,11
5,21,10,6,5
5,21,11,1,132
5,21,11,2,128
5,21,12,0,2
5,21,12,1,8
5,21,12,3,91
5,21,12,4,18
5,22,1,0,94
5,22,1,1,24
5,22,1,5,9
5,22,2,1,28
5,22,2,3,104
5,22,2,4,5
5,22,3,2,31
5,22,3,3,81
5,22,3,4,7
5,22,4,0,4
5,22,4,6,25
5,22,5,0,26
5,22,5,1,111
5,22,6,1,2
5,22,6,3,24
5,22,6,4,19
5,22,7,3,2
5,22,8,1,52
5,22,8,2,10
5,22,9,2,2
5,22,9,4,39
5,22,10,0,74
5,22,11,2,98
5,22,11,3,9
5,22,12,2,17
5,22,12,4,86
5,22,12,5,11
5,23,1,1,95
5,23,1,2,31
5,23,2,2,20
5,23,2,4,84
5,23,3,3,31
5,23,3,4,142
5,23,3,5,1
5,23,4,0,147
5,23,4,1,4
5,23,5,1,24
5,23,5,2,92
5,23,6,4,34
5,23,6,5,2
5,23,7,0,15
5,23,7,4,9
5,23,8,2,102
5,23,8,3,23
5,23,9,3,2
5,23,9,5,2
5,23,9,6,1
5,23,10,0,42
5,23,10,1,102
5,23,11,1,2
5,23,11,3,5
5,23,11,4,12
5,23,12,3,12
5,23,12,5,3
5,23,12,6,9
5,24,1,0,21
5,24,1,2,88
5,24,1,3,37
5,24,2,3,35
5,24,2,5,5
5,24,3,4,15
5,24,4,0,29
5,24,4,1,86
5,24,4,2,7
5,24,5,0,6
5,24,5,2,17
5,24,5,3,57
5,24,6,0,1
5,24,6,3,2
5,24,7,0,47
5,24,7,1,18
5,24,8,3,59
5,24,8,4,14
5,24,9,0,24
5,24,9,6,10
5,24,10,1,120
5,24,10,2,82
5,24,11,2,12
5,24,11,4,5
5,24,11,5,10
5,24,12,0,7
5,25,1,1,43
5,25,1,3,88
5,25,1,4,17
5,25,2,0,9
5,25,2,4,48
5,25,2,6,10
5,25,3,0,5
5,25,3,6,4
5,25,4,1,32
5,25,4,2,151
5,25,4,3,1
5,25,5,3,25
5,25,5,4,60
5,25,6,0,24
5,25,6,1,5
5,25,6,2,4
5,25,7,1,50
5,25,7,2,12
5,25,8,2,2
5,25,8,4,51
5,25,8,5,1
5,25,9,0,63
5,25,9,1,22
5,25,10,0,2
5,25,10,2,62
5,25,10,3,98
5,25,11,5,3
5,25,11,6,7
5,25,12,1,4
5,26,1,2,34
5,26,1,4,92
5,26,1,5,8
5,26,2,0,97
5,26,2,1,10
5,26,3,0,103
5,26,3,6,2
5,26,4,2,38
5,26,4,3,49
5,26,5,2,2
5,26,5,4,17
5,26,5,5,3
5,26,6,0,51
5,26,6,1,18
5,26,6,2,1
5,26,7,2,30
5,26,7,3,16
5,26,8,3,2
5,26,8,5,6
5,26,8,6,5
5,26,9,1,65
5,26,9,2,25
5,26,10,1,4
5,26,10,3,59
5,26,10,4,105
5,26,11,0,91
5,26,11,6,3
5,26,12,1,8
5,26,12,2,23
5,27,1,3,10
5,27,1,5,2
5,27,1,6,6
5,27,2,1,83
5,27,2,2,3
5,27,3,0,33
5,27,3,1,67
5,27,3,2,2
5,27,4,1,2
5,27,4,3,17
5,27,4,4,84
5,27,5,5,3
5,27,5,6,3
5,27,6,1,47
5,27,6,2,6
5,27,7,1,2
5,27,7,3,28
5,27,7,4,1
5,27,8,0,23
5,27,8,6,3
5,27,9,2,99
5,27,9,3,20
5,27,10,2,6
5,27,10,4,89
5,27,10,5,13
5,27,11,0,157
5,27,11,1,74
5,27,12,0,32
5,27,12,2,32
5,27,12,3,26
5,28,1,0,24
5,28,1,4,12
5,28,1,6,2
5,28,2,0,25
5,28,2,2,123
5,28,2,3,5
5,28,3,1,29
5,28,3,2,81
5,28,3,3,4
5,28,4,4,28
5,28,4,5,26
5,28,5,0,11
5,28,5,1,3
5,28,5,4,2
5,28,6,2,57
5,28,6,3,3
5,28,7,2,2
5,28,7,4,59
5,28,8,0,90
5,28,8,1,13
5,28,9,3,58
5,28,9,4,9
5,28,10,5,15
5,28,10,6,9
5,28,11,1,127
5,28,11,2,26
5,28,12,1,29
5,28,12,3,38
5,28,12,4,21
5,29,1,0,81
5,29,1,1,27
5,29,1,5,6
5,29,2,1,39
5,29,3,2,29
5,29,3,3,89
5,29,3,4,2
5,29,4,0,2
5,29,4,6,29
5,29,5,1,74
5,29,5,2,2
5,29,6,1,2
5,29,6,3,103
5,29,6,4,27
5,29,7,3,4
5,29,7,5,4
5,29,7,6,2
5,29,8,1,56
5,29,8,2,14
5,29,9,2,2
5,29,9,4,36
5,29,10,0,117
5,29,10,6,3
5,29,11,0,16
5,29,11,2,119
5,29,11,3,16
5,29,12,2,6
5,29,12,4,34
5,29,12,5,8
5,30,1,1,67
5,30,1,2,32
5,30,3,3,44
5,30,3,4,114
5,30,4,0,94
5,30,4,1,1
5,30,4,4,2
5,30,5,1,12
5,30,5,2,44
5,30,6,4,59
5,30,7,0,29
5,30,7,4,2
5,30,7,6,4
5,30,8,2,42
5,30,8,3,7
5,30,9,3,2
5,30,9,5,3
5,30,9,6,1
5,30,10,0,119
5,30,10,1,28
5,30,11,1,2
5,30,11,3,191
5,30,11,4,25
5,30,12,2,2
5,30,12,3,17
5,30,12,5,7
5,30,12,6,3
5,31,1,0,40
5,31,1,2,96
5,31,1,3,34
5,31,3,4,26
5,31,3,5,8
5,31,5,2,50
5,31,5,3,88
5,31,5,4,2
5,31,7,0,29
5,31,7,1,21
5,31,8,1,2
5,31,8,3,70
5,31,8,4,14
5,31,10,1,83
5,31,10,2,32
5,31,12,0,27
5,31,12,4,4
6,1,1,0,3
6,1,1,1,7
6,1,1,5,4
6,1,2,3,82
6,1,2,4,51
6,1,3,3,109
6,1,3,4,41
6,1,4,0,19
6,1,4,5,9
6,1,4,6,76
6,1,5,0,19
6,1,5,1,123
6,1,5,2,5
6,1,5,5,2
6,1,6,3,12
6,1,6,5,3
6,1,7,0,44
6,1,7,5,7
6,1,8,2,139
6,1,8,3,52
6,1,9,5,88
6,1,9,6,48
6,1,10,0,103
6,1,10,1,40
6,1,10,6,35
6,1,11,2,53
6,1,11,3,80
6,1,11,4,97
6,1,12,4,32
6,1,12,5,129
6,1,12,6,5
6,2,1,1,83
6,2,1,2,62
6,2,1,6,36
6,2,2,2,15
6,2,2,4,117
6,2,2,5,14
6,2,3,3,13
6,2,3,4,2
6,2,3,5,5
6,2,4,0,6
6,2,4,1,79
6,2,4,4,2
6,2,4,6,21
6,2,5,2,97
6,2,5,3,66
6,2,5,6,2
6,2,6,4,15
6,2,6,5,150
6,2,6,6,68
6,2,7,0,91
6,2,7,1,17
6,2,7,6,40
6,2,8,2,21
6,2,8,3,103
6,2,8,4,12
6,2,9,0,1
6,2,9,3,2
6,2,9,5,11
6,2,9,6,112
6,2,10,0,59
6,2,11,3,20
6,2,11,4,37
6,2,11,5,15
6,2,12,0,20
6,2,12,3,2
6,2,12,5,2
6,2,12,6,93
6,3,1,0,25
6,3,1,2,109
6,3,1,3,16
6,3,1,6,3
6,3,2,3,34
6,3,2,5,88
6,3,2,6,2
6,3,3,4,56
6,3,3,5,3
6,3,4,0,2
6,3,4,1,11
6,3,4,2,9
6,3,5,3,92
6,3,5,4,5
6,3,6,0,19
6,3,6,5,34
6,3,6,6,130
6,3,7,0,13
6,3,7,1,100
6,3,7,2,11
6,3,8,3,38
6,3,8,4,142
6,3,8,5,20
6,3,9,0,88
6,3,9,1,1
6,3,9,4,2
6,3,9,6,34
6,3,10,1,23
6,3,10,2,2
6,3,10,6,2
6,3,11,6,7
6,3,12,0,89
6,3,12,1,14
6,3,12,4,2
6,4,1,3,18
6,4,1,4,9
6,4,2,0,1
6,4,2,4,3
6,4,2,6,107
6,4,3,0,1
6,4,3,5,41
6,4,3,6,103
6,4,4,1,46
6,4,4,2,124
6,4,4,3,2
6,4,5,3,21
6,4,5,4,71
6,4,5,5,2
6,4,6,0,64
6,4,6,6,50
6,4,7,1,45
6,4,7,2,10
6,4,8,4,2
6,4,8,5,4
6,4,8,6,6
6,4,9,0,10
6,4,9,1,134
6,4,9,2,3
6,4,10,2,41
6,4,10,3,123
6,4,10,4,11
6,4,11,0,3
6,4,11,5,74
6,4,11,6,127
6,4,12,0,13
6,4,12,1,113
6,4,12,2,1
6,5,1,2,24
6,5,1,4,120
6,5,1,5,4
6,5,2,0,72
6,5,2,1,7
6,5,2,5,48
6,5,3,0,68
6,5,3,1,4
6,5,3,6,27
6,5,4,2,56
6,5,4,3,56
6,5,5,4,11
6,5,5,5,1
6,5,6,1,3
6,5,6,2,1
6,5,7,3,68
6,5,7,4,3
6,5,8,0,4
6,5,8,5,21
6,5,8,6,97
6,5,9,1,59
6,5,9,2,106
6,5,9,3,2
6,5,10,1,1
6,5,10,3,22
6,5,10,4,133
6,5,10,5,3
6,5,11,0,143
6,5,11,6,25
6,5,12,1,56
6,5,12,6,3
6,6,1,2,6
6,6,1,3,25
6,6,1,5,119
6,6,2,1,15
6,6,2,5,7
6,6,2,6,43
6,6,3,1,16
6,6,3,2,1
6,6,3,5,1
6,6,4,1,2
6,6,4,3,3
6,6,4,4,130
6,6,4,5,2
6,6,4,6,4
6,6,5,0,4
6,6,5,5,26
6,6,5,6,127
6,6,6,1,39
6,6,6,2,119
6,6,6,3,3
6,6,7,3,40
6,6,7,4,148
6,6,7,5,6
6,6,8,0,106
6,6,8,6,68
6,6,9,2,43
6,6,9,3,2
6,6,10,5,4
6,6,10,6,4
6,6,11,0,2
6,6,11,1,18
6,6,11,2,6
6,6,11,5,12
6,6,12,2,64
6,6,12,3,26
6,6,12,4,1
6,7,1,1,4
6,7,2,2,23
6,7,2,6,2
6,7,3,1,12
6,7,3,2,21
6,7,3,3,18
6,7,5,0,22
6,7,5,6,39
6,7,6,2,23
6,7,6,3,36
6,7,7,2,4
6,7,7,4,52
6,7,7,5,4
6,7,8,0,3
6,7,8,1,18
6,7,8,5,2
6,7,9,1,3
6,7,9,3,2
6,7,9,4,38
6,7,10,0,3
6,7,10,3,6
6,7,10,5,76
6,7,10,6,22
6,7,11,1,44
6,7,11,2,33
6,7,12,3,57
6,7,12,4,21
6,8,1,0,31
6,8,1,5,59
6,8,2,1,41
6,8,2,3,18
6,8,3,0,10
6,8,3,2,41
6,8,3,3,25
6,8,4,3,2
6,8,4,5,55
6,8,5,5,8
6,8,6,1,4
6,8,6,3,2
6,8,6,4,30
6,8,7,5,65
6,8,7,6,33
6,8,8,1,55
6,8,8,2,22
6,8,9,2,4
6,8,9,4,58
6,8,9,5,32
6,8,10,0,22
6,8,10,4,3
6,8,10,6,52
6,8,11,0,4
6,8,11,2,79
6,8,11,3,1
6,8,12,2,4
6,8,12,4,6
6,9,1,5,4
6,9,1,6,99
6,9,2,1,2
6,9,2,2,2
6,9,2,4,2
6,9,3,1,14
6,9,3,4,2
6,9,4,0,18
6,9,4,6,5
6,9,5,1,85
6,9,5,2,47
6,9,6,4,100
6,9,6,5,35
6,9,7,0,20
6,9,7,4,6
6,9,7,6,73
6,9,8,0,2
6,9,8,2,107
6,9,8,3,1
6,9,9,3,6
6,9,9,6,2
6,9,10,1,36
6,9,10,5,30
6,9,11,3,86
6,9,11,4,25
6,9,12,1,4
6,9,12,5,65
6,9,12,6,25
6,10,1,2,69
6,10,1,6,4
6,10,2,3,127
6,10,2,5,57
6,10,3,4,78
6,10,3,5,43
6,10,4,0,83
6,10,4,1,41
6,10,4,5,8
6,10,5,2,59
6,10,5,3,51
6,10,6,3,12
6,10,6,5,78
6,10,6,6,2
6,10,7,0,2
6,10,7,1,2
6,10,8,1,8
6,10,8,3,2
6,10,8,4,78
6,10,9,0,73
6,10,9,6,108
6,10,10,1,78
6,10,10,2,67
6,10,11,2,14
6,10,11,4,106
6,10,11,5,54
6,10,12,0,58
6,10,12,4,6
6,10,12,6,55
6,11,1,1,102
6,11,1,3,52
6,11,2,3,2
6,11,2,4,117
6,11,2,6,57
6,11,3,3,4
6,11,3,5,84
6,11,3,6,2
6,11,4,1,6
6,11,4,6,2
6,11,5,1,4
6,11,5,4,68
6,11,6,0,63
6,11,6,6,88
6,11,7,1,132
6,11,7,2,85
6,11,8,2,8
6,11,8,4,74
6,11,8,5,29
6,11,9,0,136
6,11,9,1,45
6,11,10,0,2
6,11,10,2,129
6,11,10,3,1
6,11,11,5,6
6,11,11,6,2
6,11,12,0,29
6,11,12,1,65
6,12,1,2,193
6,12,2,0,2
6,12,2,4,6
6,12,2,5,10
6,12,3,0,41
6,12,3,4,4
6,12,3,6,34
6,12,4,2,196
6,12,4,3,37
6,12,5,2,4
6,12,5,4,178
6,12,5,5,35
6,12,6,0,167
6,12,6,1,14
6,12,7,0,6
6,12,7,2,133
6,12,7,3,13
6,12,8,3,10
6,12,8,5,160
6,12,8,6,1
6,12,9,1,36
6,12,9,2,2
6,12,9,6,14
6,12,10,1,14
6,12,10,3,32
6,12,10,4,28
6,12,11,0,42
6,12,11,4,4
6,12,11,6,218
6,12,12,1,265
6,12,12,2,36
6,13,1,2,2
6,13,1,3,15
6,13,1,5,4
6,13,1,6,7
6,13,2,1,132
6,13,2,2,19
6,13,2,6,5
6,13,3,0,44
6,13,3,1,87
6,13,3,2,18
6,13,4,3,46
6,13,4,4,65
6,13,5,0,2
6,13,5,3,4
6,13,5,5,7
6,13,5,6,5
6,13,6,1,55
6,13,6,2,53
6,13,6,3,2
6,13,7,1,2
6,13,7,3,69
6,13,7,4,22
6,13,8,0,33
6,13,8,6,3
6,13,9,0,4
6,13,9,2,59
6,13,9,3,36
6,13,10,2,7
6,13,10,4,85
6,13,10,5,4
6,13,11,0,216
6,13,11,1,67
6,13,12,0,18
6,13,12,2,423
6,13,12,3,54
6,14,1,0,47
6,14,1,4,20
6,14,1,6,5
6,14,2,0,31
6,14,2,2,132
6,14,2,3,22
6,14,3,1,26
6,14,3,2,70
6,14,3,3,14
6,14,4,4,31
6,14,4,5,6
6,14,5,0,211
6,14,5,1,7
6,14,5,4,8
6,14,5,6,4
6,14,6,2,42
6,14,6,3,19
6,14,6,4,2
6,14,7,2,2
6,14,7,4,27
6,14,8,0,49
6,14,8,1,28
6,14,9,1,2
6,14,9,3,63
6,14,9,4,33
6,14,10,3,6
6,14,10,5,2
6,14,10,6,2
6,14,11,1,162
6,14,11,2,81
6,14,12,1,18
6,14,12,3,109
6,14,12,4,20
6,15,1,0,18
6,15,1,1,33
6,15,1,4,2
6,15,2,1,21
6,15,2,3,97
6,15,2,4,13
6,15,3,2,23
6,15,3,3,90
6,15,3,4,13
6,15,4,0,4
6,15,4,3,2
6,15,4,6,9
6,15,5,0,41
6,15,5,1,110
6,15,5,2,7
6,15,6,1,6
6,15,6,3,31
6,15,6,4,46
6,15,7,5,8
6,15,8,1,56
6,15,8,2,23
6,15,8,6,2
6,15,9,4,48
6,15,10,0,87
6,15,10,4,11
6,15,10,6,3
6,15,11,0,11
6,15,11,2,106
6,15,11,3,89
6,15,12,2,16
6,15,12,4,66
6,15,12,5,2
6,16,1,1,44
6,16,1,2,109
6,16,2,1,4
6,16,2,2,15
6,16,2,4,97
6,16,2,5,1
6,16,3,3,46
6,16,3,4,85
6,16,4,0,97
6,16,4,1,2
6,16,4,6,3
6,16,5,1,29
6,16,5,2,140
6,16,5,3,1
6,16,6,2,8
6,16,6,4,35
6,16,7,0,29
6,16,7,4,1
6,16,8,2,74
6,16,8,3,27
6,16,9,3,2
6,16,10,0,100
6,16,10,1,68
6,16,11,3,148
6,16,11,4,76
6,16,12,2,2
6,16,12,3,10
6,16,12,6,5
6,17,1,0,24
6,17,1,2,132
6,17,1,3,50
6,17,2,2,2
6,17,2,3,59
6,17,2,5,6
6,17,2,6,1
6,17,3,4,23
6,17,4,0,36
6,17,4,1,121
6,17,4,2,11
6,17,5,0,6
6,17,5,2,19
6,17,5,3,102
6,17,5,4,4
6,17,6,0,3
6,17,6,3,2
6,17,7,0,37
6,17,7,1,30
6,17,8,1,2
6,17,8,3,64
6,17,8,4,41
6,17,9,0,33
6,17,9,4,8
6,17,9,6,3
6,17,10,1,83
6,17,10,2,98
6,17,11,2,4
6,17,11,4,114
6,17,11,5,33
6,17,12,0,62
6,17,12,4,6
6,17,12,6,4
6,18,1,1,34
6,18,1,3,56
6,18,1,4,40
6,18,2,4,25
6,18,2,6,3
6,18,3,0,8
6,18,4,1,51
6,18,4,2,92
6,18,4,3,6
6,18,5,3,9
6,18,5,4,65
6,18,6,0,41
6,18,6,1,6
6,18,6,4,2
6,18,6,6,4
6,18,7,1,67
6,18,7,2,32
6,18,8,4,57
6,18,8,5,3
6,18,9,0,52
6,18,9,1,51
6,18,9,3,4
6,18,10,0,4
6,18,10,2,65
6,18,10,3,120
6,18,11,3,2
6,18,11,5,9
6,18,11,6,21
6,18,12,0,91
6,18,12,1,35
6,19,1,1,2
6,19,1,2,14
6,19,1,4,57
6,19,1,5,4
6,19,2,1,15
6,19,2,5,3
6,19,3,0,87
6,19,3,1,18
6,19,3,4,2
6,19,3,6,2
6,19,4,2,70
6,19,4,3,120
6,19,4,4,2
6,19,5,2,2
6,19,5,4,34
6,19,5,5,6
6,19,6,0,62
6,19,6,1,19
6,19,6,2,1
6,19,7,0,2
6,19,7,2,71
6,19,7,3,33
6,19,8,3,10
6,19,8,6,1
6,19,9,1,109
6,19,9,2,66
6,19,10,1,8
6,19,10,3,70
6,19,10,4,155
6,19,11,0,167
6,19,11,3,6
6,19,11,4,6
6,19,11,6,12
6,19,12,1,105
6,19,12,2,36
6,20,1,3,32
6,20,1,6,5
6,20,2,1,110
6,20,2,2,9
6,20,2,6,4
6,20,3,0,28
6,20,3,1,124
6,20,3,2,7
6,20,4,3,38
6,20,4,4,99
6,20,5,3,6
6,20,5,5,5
6,20,5,6,3
6,20,6,1,74
6,20,6,2,22
6,20,6,3,1
6,20,7,1,2
6,20,7,3,46
6,20,7,4,25
6,20,8,0,36
6,20,8,4,7
6,20,8,6,19
6,20,9,0,2
6,20,9,2,105
6,20,9,3,24
6,20,10,2,10
6,20,10,4,95
6,20,10,5,8
6,20,11,0,108
6,20,11,1,162
6,20,12,0,17
6,20,12,2,94
6,20,12,3,30
6,21,1,0,11
6,21,1,4,18
6,21,1,6,7
6,21,2,0,3
6,21,2,2,78
6,21,2,3,21
6,21,3,1,33
6,21,3,2,86
6,21,3,3,10
6,21,4,4,17
6,21,4,5,11
6,21,5,0,75
6,21,5,1,2
6,21,5,4,2
6,21,6,0,2
6,21,6,2,72
6,21,6,3,46
6,21,6,4,2
6,21,7,2,6
6,21,7,4,35
6,21,8,0,92
6,21,8,1,33
6,21,9,1,2
6,21,9,3,63
6,21,9,4,45
6,21,10,3,22
6,21,10,5,7
6,21,10,6,3
6,21,11,1,128
6,21,11,2,150
6,21,12,1,19
6,21,12,3,57
6,21,12,4,40
6,22,1,0,107
6,22,1,1,58
6,22,1,5,4
6,22,2,1,33
6,22,2,3,96
6,22,2,4,25
6,22,3,2,14
6,22,3,3,128
6,22,3,4,8
6,22,4,0,2
6,22,4,3,2
6,22,4,6,15
6,22,5,0,41
6,22,5,1,103
6,22,5,2,6
6,22,6,1,6
6,22,6,3,74
6,22,6,4,54
6,22,7,3,4
6,22,7,5,5
6,22,8,1,86
6,22,8,2,22
6,22,9,2,2
6,22,9,4,61
6,22,10,0,133
6,22,10,4,6
6,22,10,6,7
6,22,11,0,10
6,22,11,2,114
6,22,11,3,9
6,22,12,2,11
6,22,12,4,64
6,22,12,5,13
6,23,1,1,170
6,23,1,2,40
6,23,2,2,31
6,23,2,4,101
6,23,3,3,20
6,23,3,4,103
6,23,4,0,147
6,23,5,1,40
6,23,5,2,127
6,23,5,3,5
6,23,6,2,6
6,23,6,4,28
6,23,7,0,26
6,23,7,4,8
6,23,8,0,2
6,23,8,2,100
6,23,8,3,38
6,23,9,3,7
6,23,10,0,62
6,23,10,1,158
6,23,11,1,2
6,23,11,4,19
6,23,12,3,10
6,23,12,5,2
6,23,12,6,7
6,24,1,0,15
6,24,1,2,121
6,24,1,3,57
6,24,2,3,51
6,24,2,6,1
6,24,3,4,42
6,24,3,5,3
6,24,4,0,38
6,24,4,1,88
6,24,4,2,5
6,24,5,0,1
6,24,5,2,23
6,24,5,3,99
6,24,5,4,2
6,24,6,0,5
6,24,6,3,4
6,24,6,5,2
6,24,7,0,34
6,24,7,1,20
6,24,8,1,4
6,24,8,3,53
6,24,8,4,21
6,24,9,0,40
6,24,9,6,10
6,24,10,1,97
6,24,10,2,173
6,24,11,2,4
6,24,11,4,20
6,24,11,5,8
6,24,12,0,7
6,25,1,1,45
6,25,1,3,104
6,25,1,4,38
6,25,2,0,17
6,25,2,3,4
6,25,2,4,25
6,25,3,0,17
6,25,4,1,27
6,25,4,2,135
6,25,4,3,5
6,25,5,1,2
6,25,5,3,36
6,25,5,4,70
6,25,6,0,18
6,25,6,1,1
6,25,6,4,2
6,25,7,1,47
6,25,7,2,31
6,25,7,4,4
6,25,8,2,2
6,25,8,4,83
6,25,9,0,81
6,25,9,1,76
6,25,10,0,20
6,25,10,2,99
6,25,10,3,149
6,25,11,5,4
6,25,11,6,19
6,25,12,1,7
6,26,1,2,21
6,26,1,4,119
6,26,1,5,8
6,26,2,0,103
6,26,2,1,12
6,26,3,0,91
6,26,3,1,3
6,26,3,6,2
6,26,4,2,40
6,26,4,3,72
6,26,4,4,5
6,26,5,2,10
6,26,5,4,57
6,26,5,5,1
6,26,6,0,63
6,26,6,1,25
6,26,7,0,2
6,26,7,2,44
6,26,7,3,34
6,26,8,6,3
6,26,9,1,109
6,26,9,2,47
6,26,10,1,12
6,26,10,3,112
6,26,10,4,153
6,26,11,0,254
6,26,11,6,2
6,26,12,1,13
6,26,12,2,17
6,27,1,3,34
6,27,1,5,1
6,27,1,6,5
6,27,2,1,90
6,27,2,2,25
6,27,3,0,27
6,27,3,1,74
6,27,3,2,6
6,27,4,3,87
6,27,4,4,110
6,27,5,3,1
6,27,5,6,2
6,27,6,1,45
6,27,6,2,24
6,27,6,3,6
6,27,7,1,4
6,27,7,3,46
6,27,7,4,19
6,27,8,0,21
6,27,8,4,4
6,27,8,6,11
6,27,9,0,12
6,27,9,2,85
6,27,9,3,50
6,27,10,2,8
6,27,10,4,84
6,27,10,5,10
6,27,11,0,132
6,27,11,1,152
6,27,12,0,87
6,27,12,2,63
6,27,12,3,33
6,28,1,0,60
6,28,1,4,32
6,28,1,6,2
6,28,2,0,40
6,28,2,2,286
6,28,2,3,26
6,28,3,1,44
6,28,3,2,235
6,28,3,3,10
6,28,4,2,2
6,28,4,4,23
6,28,4,5,30
6,28,5,0,3
6,28,5,1,4
6,28,6,2,39
6,28,6,3,25
6,28,7,2,8
6,28,7,4,41
6,28,7,5,1
6,28,8,0,130
6,28,8,1,38
6,28,9,1,2
6,28,9,3,71
6,28,9,4,45
6,28,10,3,2
6,28,10,5,17
6,28,10,6,16
6,28,11,1,179
6,28,11,2,52
6,28,12,1,13
6,28,12,3,28
6,28,12,4,20
6,29,1,0,126
6,29,1,1,62
6,29,1,5,10
6,29,2,1,35
6,29,3,2,27
6,29,3,3,112
6,29,3,4,1
6,29,4,0,1
6,29,4,6,25
6,29,5,0,3
6,29,5,1,143
6,29,5,2,1
6,29,6,3,55
6,29,6,4,23
6,29,7,3,2
6,29,7,5,5
6,29,7,6,2
6,29,8,1,76
6,29,8,2,22
6,29,9,0,4
6,29,9,2,4
6,29,9,4,71
6,29,10,0,175
6,29,10,4,2
6,29,10,6,7
6,29,11,0,2
6,29,11,2,173
6,29,11,3,25
6,29,12,2,18
6,29,12,4,33
6,29,12,5,6
6,30,1,1,138
6,30,1,2,69
6,30,1,6,3
6,30,3,3,45
6,30,3,4,81
6,30,4,0,109
6,30,4,1,4
6,30,4,4,4
6,30,4,6,8
6,30,5,1,41
6,30,5,2,86
6,30,5,3,1
6,30,6,4,55
6,30,6,5,2
6,30,7,0,56
6,30,7,4,2
6,30,7,6,5
6,30,8,0,8
6,30,8,2,74
6,30,8,3,20
6,30,9,3,6
6,30,9,6,1
6,30,10,0,65
6,30,10,1,62
6,30,11,3,124
6,30,11,4,39
6,30,12,3,7
6,30,12,6,8
6,31,1,0,67
6,31,1,2,114
6,31,1,3,73
6,31,3,4,25
6,31,3,5,5
6,31,5,2,29
6,31,5,3,78
6,31,5,4,1
6,31,7,0,52
6,31,7,1,17
6,31,8,1,8
6,31,8,3,67
6,31,8,4,16
6,31,10,1,86
6,31,10,2,69
6,31,12,0,29
6,31,12,6,2
7,1,1,1,5
7,1,2,3,62
7,1,2,4,81
7,1,3,2,2
7,1,3,3,117
7,1,3,4,50
7,1,4,0,59
7,1,4,5,32
7,1,4,6,119
7,1,5,0,15
7,1,5,1,113
7,1,5,2,17
7,1,6,1,2
7,1,6,3,52
7,1,6,5,4
7,1,7,0,74
7,1,7,5,37
7,1,8,2,94
7,1,8,3,69
7,1,9,5,71
7,1,9,6,68
7,1,10,0,99
7,1,10,1,123
7,1,10,6,36
7,1,11,2,22
7,1,11,3,83
7,1,11,4,51
7,1,12,4,16
7,1,12,5,52
7,1,12,6,12
7,2,1,1,80
7,2,1,2,79
7,2,1,6,34
7,2,2,2,44
7,2,2,4,75
7,2,2,5,5
7,2,3,3,16
7,2,3,4,7
7,2,3,5,9
7,2,4,0,2
7,2,4,1,99
7,2,4,6,31
7,2,5,2,123
7,2,5,3,118
7,2,5,6,2
7,2,6,4,8
7,2,6,5,174
7,2,6,6,60
7,2,7,0,98
7,2,7,1,19
7,2,7,6,34
7,2,8,2,46
7,2,8,3,110
7,2,8,4,12
7,2,9,5,24
7,2,9,6,86
7,2,10,0,28
7,2,11,3,49
7,2,11,4,2
7,2,11,5,22
7,2,12,0,39
7,2,12,6,126
7,3,1,0,21
7,3,1,2,112
7,3,1,3,46
7,3,1,6,2
7,3,2,2,2
7,3,2,3,23
7,3,2,5,97
7,3,2,6,1
7,3,3,4,42
7,3,3,5,3
7,3,3,6,1
7,3,4,1,7
7,3,4,2,18
7,3,5,0,2
7,3,5,3,94
7,3,5,4,14
7,3,6,0,15
7,3,6,5,38
7,3,6,6,121
7,3,7,0,23
7,3,7,1,92
7,3,7,2,14
7,3,8,3,22
7,3,8,4,105
7,3,8,5,33
7,3,9,0,84
7,3,9,6,29
7,3,10,1,38
7,3,10,2,2
7,3,10,3,1
7,3,11,6,1
7,3,12,0,118
7,3,12,1,31
7,3,12,6,10
7,4,1,3,2
7,4,1,4,6
7,4,2,0,3
7,4,2,6,143
7,4,3,0,3
7,4,3,5,44
7,4,3,6,106
7,4,4,1,25
7,4,4,2,128
7,4,4,3,7
7,4,5,3,53
7,4,5,4,114
7,4,5,5,4
7,4,6,0,73
7,4,6,6,25
7,4,7,1,23
7,4,7,2,7
7,4,8,5,3
7,4,8,6,6
7,4,9,1,165
7,4,9,2,7
7,4,10,2,46
7,4,10,3,161
7,4,10,4,5
7,4,11,0,3
7,4,11,5,61
7,4,11,6,176
7,4,12,0,74
7,4,12,1,120
7,4,12,2,4
